"Type","au_id_k","au_lname_s","au_lname_t","au_fname_s","au_fname_t","phone_s","phone_t","address_s","address_t","city_s","city_t","state_s","state_t","zip_s","zip_t","contract_s","contract_t"
"In1","690-50-9198","Hoover","","Erica","","6106846678","","843 Green New Freeway","","Raleigh","","OK","","25100","","False",""
"In1","690-94-8328","Reid","","Laurie","","6996494764","","23 Old Road","","Stockton","","MA","","46948","","True",""
"In1","691-21-5240","Roman","","Kristen","","0997445650","","601 West Green New Street","","Raleigh","","IA","","10624","","False",""
"In1","691-92-9902","Novak","","Sonny","","941-834-2381","","338 Nobel Blvd.","","Wichita","","UT","","39322","","False",""
"In1","692-79-7558","Roman","","Mike","","378414-9465","","330 South New Avenue","","Jackson","","DE","","72810","","True",""
"In1","693-90-5501","Beasley","","Keri","","8839200490","","195 Oak Avenue","","Seattle","","SC","","00948","","False",""
"In1","694-50-3698","Zuniga","","Salvador","","563-3847043","","97 Green New Way","","Oakland","","AR","","38523","","True",""
"In1","695-25-1606","Knapp","","Chandra","","686-582-1371","","52 White Oak Street","","Virginia Beach","","HI","","70033","","True",""
"In1","695-89-9689","Hendrix","","Marcy","","459239-1082","","93 Clarendon St.","","Tampa","","DE","","79443","","True",""
"In1","696-61-5561","Hunter","","Dante","","603094-2375","","654 West Milton Blvd.","","Long Beach","","AK","","09904","","False",""
"In1","698-12-2178","Wilkins","","Tonya","","727826-7593","","20 Green Fabien Parkway","","Chicago","","OK","","64645","","True",""
"In1","698-48-1162","Watson","","Jennifer","","412-257-8129","","71 West Second Way","","Milwaukee","","SD","","25886","","False",""
"In1","698-75-1474","Adams","","Harry","","427-3406966","","29 White Second Blvd.","","Cincinnati","","WY","","56234","","False",""
"In1","700-16-3935","Barr","","Darla","","576-193-7835","","98 East Nobel Street","","Columbus","","RI","","71795","","False",""
"In1","701-64-1183","Mathis","","Edwin","","1917150948","","669 Old St.","","San Antonio","","UT","","06759","","True",""
"In1","702-83-5602","Miranda","","Alexis","","267-6878410","","12 Green Fabien Freeway","","Buffalo","","MN","","50950","","False",""
"In1","703-15-3612","Pearson","","Shelia","","9318569733","","163 New Parkway","","Phoenix","","GA","","85152","","True",""
"In1","706-48-8078","Grant","","Karla","","8846347604","","501 North Rocky Fabien Boulevard","","Anaheim","","CA","","67743","","False",""
"In1","710-05-2963","Cannon","","Lesley","","888-403-1088","","168 Rocky Hague Drive","","Arlington","","WA","","11934","","False",""
"In1","710-58-4875","Ramirez","","Dean","","970-1292742","","861 White Clarendon Parkway","","Albuquerque","","KS","","07930","","True",""
"In1","711-71-9903","Morse","","Bonnie","","1694447532","","450 Green Nobel Road","","Grand Rapids","","MT","","41645","","True",""
"In1","713-64-6828","Hall","","Lewis","","089-156-4986","","991 East New St.","","Glendale","","AR","","31566","","False",""
"In1","713-93-1104","Norris","","Brooke","","073-761-2678","","874 Second Way","","Arlington","","DE","","68006","","False",""
"In1","714-78-8253","Pollard","","Damien","","413-412-9883","","27 West Green Old Freeway","","San Antonio","","GA","","13311","","False",""
"In1","715-05-5853","Haas","","Terence","","116-0105588","","863 Nobel Avenue","","Richmond","","VA","","34867","","True",""
"In1","718-87-8514","Nixon","","Latonya","","6369284989","","769 White First Road","","Fremont","","CT","","42984","","False",""
"In1","720-41-2073","Peters","","Clarissa","","731-649-8902","","<NULL>","","Albuquerque","","WI","","86315","","True",""
"In1","721-63-8437","Archer","","Cory","","957195-0802","","53 East New Way","","Indianapolis","","HI","","57147","","False",""
"In1","724-93-1688","Castaneda","","Brett","","598767-3410","","40 Green Hague Avenue","","Glendale","","SC","","99018","","False",""
"In1","727-88-7584","Pierce","","Wendi","","0581444341","","45 South Nobel Street","","Oakland","","OH","","62406","","True",""
"In1","728-19-8692","Moyer","","Ebony","","738086-4411","","394 Rocky Milton Road","","Corpus Christi","","GA","","93469","","True",""
"In1","729-32-4488","Johnston","","Abraham","","924-493-1172","","58 Cowley Way","","Anchorage","","MN","","42014","","False",""
"In1","730-65-7089","Dunn","","Trenton","","168-652-9162","","276 West Green Old Road","","Oakland","","WI","","48365","","False",""
"In1","730-77-6006","Gilmore","","Gregory","","712142-9813","","25 Fabien Drive","","Mobile","","MO","","23330","","True",""
"In1","731-14-1718","Myers","","Alfonso","","6453571713","","801 South Green Second Avenue","","Jersey","","MI","","15083","","False",""
"In1","734-51-7657","Curry","","Dexter","","1634941074","","576 North Oak Blvd.","","Tacoma","","AL","","19535","","False",""
"In1","734-87-4599","Shepard","","Wendy","","811-5790667","","804 White Second St.","","Buffalo","","OH","","54477","","False",""
"In1","735-78-7011","Murillo","","Demetrius","","3594053963","","981 Hague Road","","Rochester","","LA","","46152","","True",""
"In1","736-26-3935","Bond","","Dwayne","","803-7744750","","43 White Cowley Parkway","","Greensboro","","FL","","36712","","False",""
"In1","737-83-0691","Skinner","","Michele","","485-2821018","","95 Milton Boulevard","","San Diego","","OK","","05507","","True",""
"In1","738-00-1975","Downs","","Sherri","","018-641-8503","","183 Nobel Parkway","","Fort Worth","","NY","","01271","","False",""
"In1","738-37-0568","Christian","","Edith","","592-8988000","","95 Cowley Drive","","Honolulu","","SC","","66703","","False",""
"In1","740-82-2722","Trujillo","","Darrell","","007-610-4745","","366 Fabien Avenue","","Grand Rapids","","AK","","38880","","False",""
"In1","741-48-0328","Moyer","","Anita","","9090743215","","16 Rocky Oak Way","","Arlington","","MD","","39476","","False",""
"In1","741-68-8982","Turner","","Marlon","","724-0738083","","739 Nobel Road","","Tampa","","MO","","19539","","True",""
"In1","741-86-4159","Watkins","","Ray","","441739-2436","","11 White Oak Road","","St. Louis","","VA","","46770","","False",""
"In1","741-88-1802","Riley","","Marvin","","665-087-1008","","297 Oak Boulevard","","Fresno","","MS","","74119","","True",""
"In1","742-58-1564","Castaneda","","Marilyn","","911-4530553","","44 New Way","","Rochester","","KY","","95204","","True",""
"In1","744-85-5468","Woods","","Sean","","6162936360","","934 White Hague Parkway","","Long Beach","","FL","","97936","","False",""
"In1","745-13-2180","Faulkner","","Nick","","032-188-5197","","91 Rocky Fabien St.","","Houston","","DE","","50685","","False",""
"In1","746-40-6189","Ellison","","Kristy","","3987199224","","<NULL>","","St. Louis","","RI","","07501","","True",""
"In1","746-82-6676","Bray","","Drew","","989-0731407","","95 Nobel Blvd.","","Lubbock","","OK","","04101","","False",""
"In1","747-06-7587","George","","Shirley","","011292-7943","","98 Old Blvd.","","Akron","","WI","","18866","","False",""
"In1","749-28-8492","Robbins","","Gretchen","","766166-6283","","403 New Parkway","","Rochester","","AK","","46666","","True",""
"In1","749-48-1185","Freeman","","Vickie","","694-7276596","","95 New Street","","Grand Rapids","","AZ","","96688","","True",""
"In1","751-21-3923","Mooney","","Faith","","827-2255931","","40 Cowley Parkway","","Lincoln","","UT","","98473","","True",""
"In1","752-19-8870","Lamb","","Denise","","252-735-6593","","956 Rocky Second Freeway","","Jackson","","SC","","21380","","True",""
"In1","752-59-5391","Harmon","","Jonathon","","066-7157161","","117 Green Clarendon Avenue","","Richmond","","ME","","67354","","False",""
"In1","754-59-9862","Faulkner","","Cari","","893-8040487","","517 White Hague St.","","Baton Rouge","","NM","","34286","","True",""
"In1","755-36-8631","Wood","","Saul","","503-4141182","","28 South Clarendon Freeway","","Montgomery","","HI","","29667","","True",""
"In1","755-77-0383","Ware","","Mickey","","1315415371","","53 South Second Street","","Kansas","","SD","","91811","","False",""
"In1","756-31-0125","Brown","","Candace","","9034652003","","91 Green Nobel Avenue","","Virginia Beach","","NC","","36914","","True",""
"In1","756-63-8854","Gibson","","Jessie","","475-0534715","","20 Rocky Old Way","","Richmond","","HI","","30727","","False",""
"In1","758-78-4392","Murray","","Tammy","","783886-0832","","83 West Cowley Street","","Wichita","","MA","","23954","","True",""
"In1","761-04-3351","Kirby","","Constance","","040235-6501","","662 Rocky Milton Avenue","","Honolulu","","MD","","68009","","False",""
"In1","761-07-6728","Harrison","","Luz","","091402-9663","","24 West Old Boulevard","","Portland","","SC","","32221","","True",""
"In1","761-15-3841","Owen","","Ethan","","7486011607","","954 Old Parkway","","Riverside","","KY","","62602","","True",""
"In1","762-11-7803","Knapp","","Jody","","9987154390","","674 New St.","","Hialeah","","NE","","56820","","False",""
"In1","763-81-4894","Howard","","Sandra","","272325-1813","","757 Rocky Oak Boulevard","","Philadelphia","","UT","","03274","","True",""
"In1","764-71-8286","Suarez","","Abraham","","511-0510477","","665 South Green Clarendon Way","","Dayton","","AK","","98844","","False",""
"In1","764-97-2264","Russell","","Melinda","","759-3128328","","861 Green Second Street","","Minneapolis","","MS","","88410","","True",""
"In1","765-83-8322","Ingram","","Freddie","","080736-4980","","719 Fabien Road","","Atlanta","","NC","","39506","","True",""
"In1","766-17-7105","Myers","","Carolyn","","343-9837620","","57 Cowley Drive","","Fort Wayne","","SC","","10958","","True",""
"In1","769-88-2185","Haley","","Ramiro","","535579-5798","","587 Cowley Boulevard","","Buffalo","","ME","","41795","","True",""
"In1","770-63-1127","Lynch","","Allen","","3595320436","","328 Rocky Clarendon Drive","","Columbus","","PA","","95407","","False",""
"In1","771-82-5558","Dillon","","Robbie","","281784-4448","","48 White Milton St.","","Austin","","DE","","20593","","True",""
"In1","773-11-1098","Stuart","","Milton","","853-5894249","","58 Milton Freeway","","Fort Worth","","TN","","19252","","True",""
"In1","774-08-1658","Reilly","","Abel","","0632529283","","44 Green Cowley Boulevard","","Tampa","","KY","","16644","","True",""
"In1","774-61-2607","Jensen","","Ernest","","599339-6557","","51 Hague Blvd.","","Baton Rouge","","NH","","33629","","True",""
"In1","777-21-9362","Roman","","Steven","","7133913641","","143 West Rocky Fabien Road","","Buffalo","","PA","","50956","","False",""
"In1","778-11-6409","Forbes","","Raul","","095-668-4384","","876 Fabien St.","","Mesa","","WA","","44839","","False",""
"In1","778-22-9213","Grant","","Loren","","961-623-7137","","28 West Green New Freeway","","Pittsburgh","","VA","","13133","","True",""
"In1","779-06-4940","Stone","","Charlotte","","873-1877243","","862 North Cowley Drive","","<NULL>","","UT","","10035","","True",""
"In1","779-11-9807","Herrera","","Celeste","","4739513021","","22 South Milton Drive","","Nashville","","ME","","56855","","True",""
"In1","780-15-2595","Randolph","","Efrain","","833122-5246","","60 Clarendon Blvd.","","Denver","","DE","","56862","","True",""
"In1","780-29-7603","Barton","","Martha","","7443535920","","77 White New Drive","","Tulsa","","WY","","35424","","True",""
"In1","782-31-4725","Galloway","","Kareem","","437277-9663","","20 South Fabien Freeway","","Des Moines","","LA","","87200","","False",""
"In1","783-08-2714","Elliott","","Jeannie","","384-1773886","","455 South Green First Parkway","","Arlington","","CT","","25483","","True",""
"In1","783-39-4245","Ray","","Tameka","","027-3349317","","48 First Street","","Buffalo","","TN","","64574","","False",""
"In1","783-52-3050","Woodward","","Cathy","","390-6649698","","822 Oak Drive","","Boston","","SD","","76868","","False",""
"In1","783-53-5625","Garza","","Beth","","6590634750","","52 White Nobel Drive","","San Francisco","","RI","","02143","","False",""
"In1","784-76-2371","Guerrero","","Timmy","","1755343444","","876 Rocky Milton Street","","Stockton","","WV","","60111","","False",""
"In1","785-35-5489","Anthony","","Micheal","","591-1639404","","900 White Fabien Way","","Fort Wayne","","MS","","86193","","False",""
"In1","786-81-5473","Cooper","","Daniel","","0168306328","","727 Fabien Way","","Louisville","","NC","","00131","","False",""
"In1","788-27-5259","Hahn","","Frankie","","178-2258168","","71 Hague Drive","","New Orleans","","OK","","29074","","False",""
"In1","788-95-7306","Jones","","Amelia","","987-051-8690","","15 Hague Parkway","","Phoenix","","NV","","21027","","True",""
"In1","789-44-6140","Logan","","Jim","","175-365-7378","","13 New Road","","Madison","","NH","","15852","","False",""
"In1","789-86-5885","Sparks","","Dorothy","","1408038410","","228 Rocky Oak Street","","Detroit","","NV","","43556","","False",""
"In1","790-14-8850","Braun","","Jesus","","686-169-1374","","526 Green Nobel Parkway","","Miami","","OR","","54117","","True",""
"In1","790-20-3081","Bernard","","Angie","","851-3674728","","365 Old Avenue","","Miami","","HI","","18867","","True",""
"In1","791-08-5274","Molina","","Jenna","","288384-4714","","75 Rocky Second Avenue","","Madison","","WV","","31557","","True",""
"In1","792-51-4246","Chang","","Theodore","","5355922750","","731 Oak Street","","San Francisco","","LA","","66372","","False",""
"In1","793-43-0123","Bowen","","Seth","","138774-0064","","29 Clarendon St.","","Birmingham","","IA","","81693","","False",""
"In1","793-55-5487","Davies","","Jenifer","","9849957947","","82 Hague Way","","Garland","","WA","","54117","","True",""
"In1","794-83-2949","Pierce","","Shad","","166125-7249","","270 Clarendon Blvd.","","Madison","","OR","","01598","","True",""
"In1","795-26-2851","Dawson","","Leonardo","","365-5495654","","454 North Green Milton Freeway","","Rochester","","NV","","30514","","False",""
"In1","796-05-1312","Mata","","Eva","","374830-9279","","51 Rocky Clarendon Street","","Charlotte","","AZ","","02267","","True",""
"In1","798-08-8722","Reynolds","","Angelo","","938-0187097","","904 West Old Way","","Oakland","","WV","","67447","","True",""
"In1","798-19-5590","Stein","","Omar","","355335-5939","","440 Rocky Fabien Avenue","","New Orleans","","AR","","08059","","True",""
"In1","798-72-8146","Rowland","","Kerri","","417-7201951","","612 Green First Avenue","","Anaheim","","PA","","63820","","False",""
"In1","800-93-8287","Wiggins","","Greg","","422-177-2255","","166 Hague St.","","Jacksonville","","SC","","15984","","False",""
"In1","801-56-5925","Watkins","","Whitney","","687393-1820","","40 Oak Avenue","","Cincinnati","","WY","","91599","","True",""
"In1","801-97-3390","Camacho","","Cornelius","","733185-6646","","76 Green Second Boulevard","","Rochester","","MT","","61158","","False",""
"In1","803-62-6221","Davila","","Susan","","832-597-2773","","748 Milton Parkway","","Des Moines","","NE","","76138","","False",""
"In1","803-97-1368","Fernandez","","Alisa","","208-415-0712","","903 Oak Way","","<NULL>","","PA","","14399","","True",""
"In1","804-02-4753","Esparza","","Jonathon","","366066-3453","","74 Old Road","","<NULL>","","ND","","27352","","False",""
"In1","804-25-9793","Downs","","Randolph","","832-964-1391","","34 North Rocky First Street","","Washington","","NE","","45594","","False",""
"In1","804-80-6774","Cervantes","","Jake","","377211-1795","","30 Cowley Way","","Charlotte","","LA","","66875","","True",""
"In1","805-65-3090","Atkins","","Candy","","711193-2668","","736 Old Blvd.","","Austin","","NH","","99041","","False",""
"In1","806-68-3198","Pearson","","Marla","","213-0088119","","314 First Road","","New Orleans","","NM","","40349","","False",""
"In1","807-19-8081","Nicholson","","Shanda","","646344-2771","","311 Cowley Parkway","","Sacramento","","NV","","75614","","False",""
"In1","807-68-2938","Becker","","Larry","","776-0437563","","346 White Milton Parkway","","Kansas","","MS","","47913","","False",""
"In1","807-79-2613","Williams","","Molly","","408856-6113","","910 Rocky First Road","","Houston","","NM","","85090","","True",""
"In1","808-50-3963","Higgins","","Tabatha","","259-299-6314","","35 South Green Fabien Freeway","","Denver","","IL","","33055","","False",""
"In1","809-31-7470","Holloway","","Shonda","","0894306854","","971 First Freeway","","San Diego","","OH","","04119","","True",""
"In1","812-29-6757","Terrell","","Virginia","","519-900-0626","","741 White Cowley Boulevard","","Buffalo","","NH","","03695","","True",""
"In1","813-32-3444","Ibarra","","Sidney","","871-1945407","","515 Rocky Clarendon Road","","Jackson","","<NULL>","","67411","","True",""
"In1","815-13-6413","Mc Clure","","Gordon","","065-0925257","","341 Hague Road","","Montgomery","","PA","","52959","","True",""
"In1","815-66-1772","Medina","","Kirsten","","248985-1313","","204 North Green Second Road","","St. Paul","","CT","","98840","","True",""
"In1","815-84-1612","Johns","","Carol","","650022-2434","","763 Fabien Avenue","","San Francisco","","IA","","48768","","True",""
"In1","821-03-6413","Mitchell","","Cary","","955-3805357","","617 South Green Milton Freeway","","New Orleans","","IN","","66023","","False",""
"In1","822-27-9786","Lynch","","Steven","","771395-9280","","87 White Second Parkway","","Cincinnati","","ND","","18446","","True",""
"In1","822-68-0709","Short","","Rogelio","","155-191-1246","","665 Green Clarendon Road","","Glendale","","TN","","06476","","True",""
"In1","823-82-4250","Peterson","","Steven","","302793-4443","","824 Second Freeway","","Norfolk","","WY","","06427","","False",""
"In1","827-11-1157","Ayers","","Joel","","206-2275215","","900 Green Fabien Avenue","","Shreveport","","GA","","63553","","True",""
"In1","830-49-6002","Hansen","","Arlene","","616677-4199","","926 Nobel St.","","Akron","","IN","","31482","","True",""
"In1","830-70-2466","Goodman","","Oscar","","4077366139","","489 Second Boulevard","","St. Petersburg","","IA","","85640","","False",""
"In1","831-24-2905","Palmer","","Whitney","","476506-3712","","97 East Clarendon Avenue","","Greensboro","","MO","","61805","","True",""
"In1","832-53-6373","Livingston","","Ralph","","859-7198287","","13 Hague Drive","","Baltimore","","NE","","37349","","True",""
"In1","834-53-6093","Frazier","","Tony","","249-1371785","","130 North Rocky Oak Road","","Greensboro","","MD","","03785","","True",""
"In1","834-53-9676","Silva","","Lorenzo","","949353-0836","","317 Green Nobel Drive","","Phoenix","","SC","","92341","","False",""
"In1","835-38-7265","Sloan","","Alvin","","376-681-0520","","91 Clarendon St.","","San Francisco","","OH","","21419","","False",""
"In1","835-92-0746","Villanueva","","Charity","","786-2777157","","813 North Cowley St.","","Dallas","","UT","","13579","","False",""
"In1","835-98-9930","Hayes","","Ruben","","562972-8611","","899 North First St.","","Nashville","","UT","","96390","","True",""
"In1","836-82-4668","Gaines","","Jeannette","","361026-6121","","311 New Parkway","","Indianapolis","","KY","","53569","","True",""
"In1","837-95-3437","Glenn","","Erica","","685-532-3052","","533 First Parkway","","Louisville","","MS","","05472","","True",""
"In1","839-58-6888","Valentine","","Fernando","","816-3678019","","80 Hague Freeway","","Santa Ana","","VA","","82442","","False",""
"In1","839-66-8694","Butler","","Jodie","","9131229017","","192 New St.","","Mobile","","OR","","52702","","True",""
"In1","840-45-3652","Hutchinson","","Beverly","","406-288-4132","","794 Green New Avenue","","Minneapolis","","VA","","76491","","True",""
"In1","841-15-4992","Hardy","","Xavier","","1878933281","","191 Cowley St.","","Norfolk","","NV","","72134","","True",""
"In1","841-25-4514","Woodard","","Alice","","430-8938409","","27 Cowley Street","","Mesa","","UT","","85088","","False",""
"In1","843-84-1379","Mc Daniel","","Adrian","","657-510-1118","","65 White Old Street","","Los Angeles","","NY","","39728","","True",""
"In1","844-47-1743","Rivers","","Todd","","6259253841","","427 North Rocky Cowley Freeway","","Tampa","","MO","","04699","","False",""
"In1","845-49-2679","Hurley","","Marianne","","135-632-2171","","592 Hague Street","","Denver","","NM","","66863","","False",""
"In1","847-01-7025","Brewer","","Francisco","","441-067-9994","","598 Green Hague St.","","Pittsburgh","","IN","","73747","","True",""
"In1","847-32-7713","Taylor","","Cari","","577-0879547","","591 Nobel Drive","","Colorado","","NM","","67749","","True",""
"In1","849-56-6228","Jimenez","","Shelley","","197998-3587","","74 Green Clarendon Freeway","","Louisville","","UT","","37583","","False",""
"In1","850-62-8681","Hurst","","Samuel","","827126-4244","","35 Hague Way","","Tulsa","","CT","","60420","","False",""
"In1","851-53-9316","Mata","","Joe","","312-5573865","","40 West Green Milton Boulevard","","<NULL>","","SD","","20654","","True",""
"In1","851-62-9087","Dickerson","","Jacquelyn","","532-191-3104","","114 Green Hague Blvd.","","Tampa","","NY","","04258","","False",""
"In1","852-81-0205","Hammond","","Edith","","302-965-2636","","58 First Freeway","","Indianapolis","","OH","","27566","","True",""
"In1","854-15-1305","Mack","","Stephen","","303-321-2747","","60 White Second Road","","New Orleans","","MA","","51698","","False",""
"In1","854-96-1039","Wilson","","Felix","","1270707015","","25 South Second Avenue","","Jacksonville","","<NULL>","","54751","","False",""
"In1","855-41-5558","Colon","","Myra","","402523-6700","","931 Green Nobel Avenue","","Las Vegas","","SD","","43874","","True",""
"In1","858-04-1916","Cohen","","Gwendolyn","","347-7651787","","18 North Second Freeway","","San Francisco","","OK","","06013","","False",""
"In1","858-17-6193","Jones","","Lesley","","250-415-3773","","70 Hague Freeway","","Philadelphia","","DE","","40552","","False",""
"In1","860-02-0908","Avila","","Sheri","","4091303900","","886 Hague St.","","Richmond","","CT","","95868","","True",""
"In1","860-04-3171","Davenport","","Jacquelyn","","3005610604","","218 Fabien Parkway","","Seattle","","MS","","61890","","False",""
"In1","861-75-8013","Bender","","Sheldon","","7767766169","","780 West Hague Boulevard","","Stockton","","DE","","58649","","False",""
"In1","862-89-7926","Sanford","","Marcie","","458775-9079","","94 North White Fabien Street","","Rochester","","NJ","","39765","","True",""
"In1","863-73-4400","Phelps","","Isabel","","2005356887","","216 North Cowley Drive","","Colorado","","MA","","81190","","True",""
"In1","864-92-8502","Mahoney","","Monique","","042-962-9424","","63 Rocky Second St.","","Portland","","MD","","77632","","False",""
"In1","868-80-7355","Waters","","Donald","","120471-0403","","985 Cowley Boulevard","","Fresno","","UT","","62909","","False",""
"In1","869-01-2785","Fletcher","","Bernard","","059-122-2802","","71 Fabien Avenue","","Las Vegas","","OH","","35932","","False",""
"In1","869-39-1007","Armstrong","","Lonnie","","122057-0913","","418 New Drive","","New York","","FL","","29015","","False",""
"In1","871-28-1087","Golden","","Deana","","493107-9865","","286 New St.","","Colorado","","MI","","85247","","True",""
"In1","872-32-2096","Mccoy","","Joann","","4682970710","","73 Green New Avenue","","Virginia Beach","","MO","","10378","","True",""
"In1","872-36-3993","Todd","","Marco","","9545208415","","60 South Milton Boulevard","","Garland","","OH","","88414","","False",""
"In1","874-15-2256","Dyer","","Candice","","368229-7902","","<NULL>","","San Jose","","CA","","75644","","True",""
"In1","875-25-0651","Potts","","Ross","","903288-5858","","642 South Rocky New Avenue","","Miami","","NH","","23149","","False",""
"In1","876-96-8050","Gomez","","Jerome","","292552-6540","","504 West White Cowley Blvd.","","St. Louis","","ME","","16348","","False",""
"In1","877-23-8818","Hale","","Nichole","","244-526-3083","","79 Milton Parkway","","Tulsa","","MD","","62879","","False",""
"In1","878-08-0463","Poole","","Ralph","","938-9887381","","610 Milton Street","","Norfolk","","NM","","83991","","False",""
"In1","881-55-3165","Swanson","","Jarrod","","452003-5736","","406 Old Freeway","","St. Paul","","WV","","16322","","True",""
"In1","882-19-7812","Russo","","Diana","","3026968156","","925 North Green Hague Freeway","","Tucson","","MD","","99414","","False",""
"In1","882-76-0320","Singleton","","Jess","","9433076011","","501 First Way","","Austin","","RI","","67292","","True",""
"In1","882-89-0941","Campbell","","Nelson","","116-563-0063","","709 North White Clarendon Freeway","","Las Vegas","","PA","","38750","","False",""
"In1","883-11-9318","Frazier","","Karen","","605284-0932","","56 Cowley Avenue","","Houston","","DE","","16730","","False",""
"In1","883-56-9772","Cabrera","","Marie","","2033314067","","59 Second Blvd.","","Lincoln","","AZ","","79181","","True",""
"In1","883-71-7053","Harris","","Sarah","","376643-7391","","846 East Rocky Clarendon Avenue","","Newark","","OR","","89067","","False",""
"In1","883-76-6739","Huang","","Aisha","","7640877972","","10 Rocky First Road","","Spokane","","NC","","56997","","True",""
"In1","884-09-4220","Marks","","Virgil","","115-106-3375","","14 Green First Road","","St. Petersburg","","NV","","40724","","False",""
"In1","886-75-9197","Rowland","","Kerrie","","135-6011908","","96 Green First Road","","Madison","","IL","","03480","","True",""
"In1","888-20-3042","Boyer","","Dexter","","8145661270","","118 White Clarendon St.","","Santa Ana","","MA","","64623","","True",""
"In1","890-37-9203","Wade","","Kerrie","","023092-2974","","526 Cowley Street","","Kansas","","AZ","","00669","","False",""
"In1","890-45-2727","Rivers","","Lorena","","867453-7165","","57 Second Blvd.","","Jersey","","OH","","89943","","False",""
"In1","892-36-2995","Mc Daniel","","Theresa","","2907197755","","18 North New Boulevard","","St. Petersburg","","GA","","65095","","True",""
"In1","892-79-3877","Williamson","","Terri","","218-2692798","","45 Hague Boulevard","","Birmingham","","ID","","45535","","True",""
"In1","895-94-0045","Schneider","","Sherry","","088-1448882","","448 White Milton Way","","Des Moines","","OR","","30363","","False",""
"In1","897-00-5635","Hodges","","Ronald","","049-893-0116","","931 Green Oak Road","","Wichita","","UT","","86036","","True",""
"In1","897-66-7981","Rubio","","Miguel","","8744529685","","383 Cowley Parkway","","Jersey","","KY","","05443","","True",""
"In1","897-83-7776","Krueger","","Shelby","","169-7641832","","555 West Fabien Parkway","","Corpus Christi","","CT","","72445","","True",""
"In1","898-10-5042","Novak","","Donna","","390-9159804","","970 North Old Boulevard","","Wichita","","ND","","97075","","True",""
"In1","898-39-7882","Matthews","","Jasmine","","014-2592060","","46 Rocky Cowley Boulevard","","Atlanta","","AL","","38991","","False",""
"In1","900-07-1733","Chang","","Kristine","","131-729-7985","","779 White Oak Road","","Columbus","","SD","","21100","","True",""
"In1","900-12-8837","Cline","","Mario","","893214-9244","","82 Rocky New Boulevard","","Dallas","","SC","","15551","","True",""
"In1","900-36-7606","Acosta","","Colby","","0423856560","","922 White First St.","","Riverside","","PA","","09996","","True",""
"In1","901-10-6072","Frye","","Jacob","","5207203312","","94 South Cowley Boulevard","","Milwaukee","","RI","","53239","","True",""
"In1","901-30-4075","Glover","","Alisha","","591-2366797","","281 Old Freeway","","Madison","","AR","","22909","","True",""
"In1","902-01-0644","Brandt","","Omar","","003984-6704","","83 Old St.","","Corpus Christi","","WI","","69684","","False",""
"In1","904-82-4475","Barnes","","Kyle","","054-245-8131","","14 Oak Street","","Fort Wayne","","DE","","09477","","True",""
"In1","905-19-5094","Charles","","Peggy","","6051151871","","49 Rocky Fabien St.","","San Antonio","","OR","","93077","","False",""
"In1","906-90-2840","Gomez","","Gail","","174-063-5432","","57 Green Clarendon Parkway","","San Diego","","MO","","71739","","False",""
"In1","908-54-3048","Park","","Martin","","676198-3172","","800 East Green Second Avenue","","Jacksonville","","MD","","42369","","True",""
"In1","910-51-6999","Reese","","Eva","","392-1758662","","139 East Green Nobel Blvd.","","Memphis","","GA","","36983","","True",""
"In1","910-52-0099","Curtis","","Felicia","","512-783-5035","","980 West Nobel Drive","","Atlanta","","AK","","69615","","True",""
"In1","911-23-5435","Avila","","Gilberto","","499-905-8958","","867 Fabien Freeway","","Fort Wayne","","WY","","83151","","True",""
"In1","911-90-1790","Shea","","Gena","","570-7431737","","38 North Hague Freeway","","Nashville","","AR","","61347","","False",""
"In1","911-94-9470","Garrett","","Caroline","","372-3509320","","477 East Rocky Clarendon Blvd.","","Baton Rouge","","NY","","27107","","True",""
"In1","912-91-1650","Meyer","","Francisco","","836-7497969","","83 White Second Freeway","","Greensboro","","LA","","94202","","False",""
"In1","914-34-3278","Conley","","Darrick","","775214-8938","","962 North Hague Freeway","","Los Angeles","","<NULL>","","63088","","True",""
"In1","914-76-1444","Stark","","Danny","","5910959395","","91 White Fabien Drive","","Anchorage","","UT","","93151","","True",""
"In1","916-14-1175","Bullock","","Malcolm","","577-6543790","","965 Cowley Street","","Dayton","","AZ","","84696","","True",""
"In1","916-93-6342","Parker","","Marla","","024-7857596","","978 South Milton Boulevard","","Milwaukee","","MD","","46957","","True",""
"In1","918-30-6376","Fuller","","Jocelyn","","078747-8016","","323 Green Cowley Boulevard","","Spokane","","SC","","11153","","True",""
"In1","918-38-2843","Delgado","","Andrea","","211-910-8609","","96 New Street","","Arlington","","AK","","10947","","False",""
"In1","920-15-7822","Ruiz","","Monica","","623-5782898","","42 Second Street","","San Antonio","","PA","","26791","","False",""
"In1","920-44-2435","Navarro","","Charles","","003329-9163","","11 White Fabien Avenue","","St. Louis","","HI","","89347","","True",""
"In1","921-78-5294","Garrett","","Jim","","165739-2734","","88 Nobel Parkway","","San Antonio","","OR","","13815","","True",""
"In1","923-95-1722","Mckee","","Veronica","","068130-4850","","808 Hague Boulevard","","Yonkers","","ME","","85123","","True",""
"In1","923-97-1510","Monroe","","Clifford","","817677-8402","","664 First Avenue","","Dallas","","OK","","84427","","False",""
"In1","924-95-7810","Santiago","","Sherri","","522-2208500","","65 White Oak St.","","Fort Wayne","","PA","","59274","","False",""
