"Type","emp_id_k","fname_s","fname_t","minit_s","minit_t","lname_s","lname_t","job_id_s","job_id_t","job_lvl_s","job_lvl_t","pub_id_s","pub_id_t","hire_date_s","hire_date_t"
"In1","VRJ21193M","Alisha",""," ","","Carter","","14","","100","","0736","","22/04/2002 19:44:36",""
"In1","VRL81479M","Alexander","","Q","","Chan","","11","","75","","1389","","25/08/2005 21:44:57",""
"In1","VRM54642F","Susan","","X","","Guzman","","8","","101","","0736","","04/10/2000 07:00:15",""
"In1","VRN46446F","Beth","","V","","Hooper","","7","","135","","1756","","15/09/2016 10:16:13",""
"In1","VRO19699F","Margarita","","N","","Herman","","6","","220","","0736","","10/01/2007 06:16:19",""
"In1","VRU50629F","Raul","","S","","Welch","","10","","80","","1756","","10/11/2004 09:20:18",""
"In1","VRV75484M","Bradley",""," ","","Tanner","","6","","152","","0736","","23/10/2014 12:07:13",""
"In1","VRV82616M","Donnie",""," ","","Bradley","","13","","64","","9999","","03/07/2015 05:04:48",""
"In1","V-S94725F","Alexander",""," ","","Sanford","","11","","112","","0877","","07/05/2011 17:46:21",""
"In1","VSA43468F","Angelina",""," ","","Graves","","13","","35","","0877","","10/08/2005 08:10:14",""
"In1","VSA95173M","Veronica","","B","","Frazier","","8","","125","","1756","","04/11/2018 12:29:04",""
"In1","VSC51679F","Damien","","A","","Murray","","13","","35","","1622","","18/07/2006 21:11:36",""
"In1","VSC61092F","Katina","","G","","Mayo","","8","","125","","1756","","22/01/2007 13:59:36",""
"In1","VSD54884M","Cindy",""," ","","Escobar","","8","","100","","1756","","21/03/2005 12:08:36",""
"In1","VSH85156F","Shauna","","W","","Burgess","","9","","78","","1389","","06/06/2002 21:23:51",""
"In1","VSM26616M","Jorge",""," ","","Hurst","","5","","211","","9901","","18/08/2008 10:14:33",""
"In1","VSN58447M","Sheryl",""," ","","Hansen","","7","","120","","9901","","10/04/2008 13:27:46",""
"In1","VSO79383M","Gretchen",""," ","","Gillespie","","11","","75","","9901","","30/10/2019 08:28:46",""
"In1","VSR78737F","Rosemary",""," ","","Hawkins","","6","","140","","1756","","25/03/2009 03:03:48",""
"In1","VSU15203F","Sandra","","O","","Heath","","6","","220","","1389","","05/11/2009 02:06:16",""
"In1","VSW34647M","Mia","","O","","Mccall","","5","","198","","9999","","15/10/2015 15:12:34",""
"In1","VSY89048M","Jeffrey","","C","","Maxwell","","8","","125","","9901","","12/05/2011 18:16:08",""
"In1","V-T12729F","Rafael",""," ","","Smith","","6","","152","","9952","","16/08/2005 05:27:44",""
"In1","V-T29840F","Ray",""," ","","Lane","","9","","170","","0877","","11/06/2004 00:36:52",""
"In1","V-T56914M","Joyce","","S","","Ashley","","9","","75","","9952","","09/11/2009 10:51:39",""
"In1","VTA34489M","Edwin",""," ","","Roth","","5","","159","","0877","","29/01/2009 08:36:50",""
"In1","VTB79304F","Elijah","","D","","Gibbs","","7","","120","","1622","","29/01/2010 17:10:48",""
"In1","VTC23912M","Julian","","<NULL>","","Shaffer","","11","","112","","1622","","11/05/2005 12:11:28",""
"In1","VTG22407F","Trina","","D","","Ayers","","7","","120","","1756","","29/09/2008 14:39:51",""
"In1","VTG57318M","Enrique","","B","","Dyer","","2","","215","","1756","","10/12/2000 16:12:05",""
"In1","VTJ72251F","Tyrone","","A","","Miller","","5","","211","","1389","","20/12/2016 23:45:56",""
"In1","VTN71588M","Dominic","","F","","Simmons","","10","","75","","9901","","01/11/2015 03:38:58",""
"In1","VTN85678M","Tommy",""," ","","Roach","","9","","170","","9901","","18/06/2016 00:04:45",""
"In1","VTP39560F","Irma","","C","","Lee","","13","","35","","9952","","06/11/2002 09:52:00",""
"In1","VTV89649M","Cornelius","","R","","Mcfarland","","11","","150","","1622","","19/10/2015 00:11:32",""
"In1","VTX29059M","Sally","","D","","Craig","","13","","35","","9901","","10/01/2010 19:12:06",""
"In1","VUB76415F","Holly","","D","","Shelton","","12","","100","","9901","","31/08/2006 14:54:43",""
"In1","VUE32991M","Anitra",""," ","","Gates","","14","","100","","9901","","28/10/2010 23:13:59",""
"In1","VUH39469F","Rosemary","","T","","Cochran","","14","","35","","9999","","26/07/2008 00:07:22",""
"In1","VUI71509M","Gustavo",""," ","","Terrell","","12","","32","","1756","","15/12/2019 04:02:48",""
"In1","VUN29703M","Jack",""," ","","Gould","","5","","211","","1389","","29/04/2017 23:51:07",""
"In1","VUP35546F","Jennifer",""," ","","Kemp","","11","","150","","1756","","18/04/2009 14:22:08",""
"In1","VUP41686F","Jennifer","","S","","Griffin","","9","","170","","1756","","20/03/2014 12:25:00",""
"In1","VUT25902F","Rebekah","","C","","Wilkins","","7","","120","","9999","","01/05/2014 02:11:27",""
"In1","VUU64970M","Israel",""," ","","Underwood","","6","","192","","9952","","19/02/2016 15:33:07",""
"In1","VUY63600F","Robyn",""," ","","Flowers","","14","","100","","9901","","23/08/2010 08:47:19",""
"In1","VVF30819M","Richard",""," ","","Walters","","11","","150","","9999","","10/03/2019 19:18:50",""
"In1","VVG39230F","Jenifer",""," ","","Massey","","14","","89","","9901","","22/12/2012 16:47:19",""
"In1","VVH12885M","Darlene",""," ","","Hanson","","8","","175","","0736","","14/12/2012 19:20:35",""
"In1","VVO23499M","Tonia","","C","","Greene","","5","","211","","1389","","01/01/2001 16:48:38",""
"In1","VVQ38170F","Jolene","","G","","Ross","","9","","78","","0736","","15/12/2000 00:33:42",""
"In1","VVQ77498F","Cassandra","","B","","Santos","","9","","78","","1756","","06/03/2010 02:16:07",""
"In1","VVW85229F","Wendy","","D","","Bartlett","","5","","246","","1622","","07/05/2009 02:49:02",""
"In1","VWE89320M","Andres","","T","","Crawford","","5","","175","","9999","","23/07/2003 04:15:29",""
"In1","VWJ31426F","Devon","","B","","Mathis","","8","","100","","1756","","11/10/2014 07:46:38",""
"In1","VWJ34217F","Travis",""," ","","Jordan","","6","","152","","1756","","29/11/2009 02:52:59",""
"In1","VWR27515F","Allen","","K","","Hicks","","10","","165","","1622","","22/01/2017 13:38:09",""
"In1","VWT23754M","Gavin",""," ","","Randall","","8","","175","","1622","","15/08/2016 08:25:07",""
"In1","VWT28672F","Darlene","","A","","Casey","","9","","170","","1622","","27/08/2005 11:10:38",""
"In1","VWV44499M","Saul","","S","","Rivas","","13","","35","","1756","","26/02/2017 20:13:51",""
"In1","VXD90925F","Norma","","M","","Sharp","","13","","64","","9999","","06/06/2003 19:41:47",""
"In1","VXH78779F","Toby","","Y","","Olsen","","12","","100","","9999","","08/11/2015 11:27:26",""
"In1","VXK87963M","Jeff",""," ","","Rodriguez","","11","","75","","1622","","16/04/2000 10:46:46",""
"In1","VXN42377F","Dianna",""," ","","Branch","","9","","170","","9999","","05/11/2010 21:22:00",""
"In1","VXN51921F","Wesley",""," ","","Richards","","12","","32","","0736","","02/04/2019 11:52:52",""
"In1","VXN85390M","Julius","","K","","Carroll","","2","","215","","1622","","26/03/2017 17:17:25",""
"In1","VXP63806M","Kendra","","A","","Day","","5","","150","","0877","","13/04/2016 22:47:32",""
"In1","VXU43376M","Rachael","","W","","Weaver","","9","","170","","9901","","22/09/2018 10:40:03",""
"In1","VXV64879F","Ivan",""," ","","Mayo","","14","","35","","9901","","20/07/2002 02:05:36",""
"In1","VXX92122F","Penny",""," ","","Kelley","","9","","170","","9999","","12/11/2006 13:23:01",""
"In1","VYC33983F","Julius",""," ","","Bates","","6","","140","","9952","","19/10/2002 13:48:37",""
"In1","VYF83769F","Vanessa",""," ","","Gibbs","","8","","125","","9952","","03/11/2008 08:43:50",""
"In1","VYG53018M","Robert","","B","","Cruz","","11","","150","","1389","","01/09/2001 02:43:31",""
"In1","VYI78477M","Raul",""," ","","Mccall","","14","","35","","1622","","27/11/2014 22:00:13",""
"In1","VYL87815F","Leonard",""," ","","Mc Carthy","","7","","195","","9952","","06/11/2003 13:02:10",""
"In1","VYT98248F","Dawn",""," ","","Massey","","12","","100","","1756","","30/09/2018 07:20:33",""
"In1","VYV33874M","Robbie",""," ","","Stafford","","5","","175","","1756","","25/10/2007 04:45:20",""
"In1","VYX90418M","Randal",""," ","","Leon","","3","","200","","0877","","09/02/2008 23:49:02",""
"In1","VZA12205F","Andrea","","Q","","Brennan","","12","","100","","1389","","03/08/2005 15:38:22",""
"In1","VZC16699M","Ray",""," ","","Orozco","","7","","195","","9999","","28/04/2013 17:30:19",""
"In1","VZD99317M","Andy",""," ","","Sherman","","14","","89","","1389","","24/09/2007 09:46:56",""
"In1","VZF96971F","Kelley",""," ","","Brewer","","14","","89","","0877","","26/08/2008 08:42:51",""
"In1","VZL46417F","Mickey",""," ","","Carrillo","","5","","246","","9901","","25/09/2019 04:50:13",""
"In1","VZO87460F","Micah","","H","","Madden","","14","","89","","1389","","27/09/2002 15:32:39",""
"In1","VZS67453M","Dexter",""," ","","Terrell","","11","","150","","9952","","21/12/2014 10:08:01",""
"In1","VZT81505F","Marco","","U","","Pearson","","2","","215","","9952","","22/06/2019 15:37:26",""
"In1","VZV39275M","Serena",""," ","","Frederick","","2","","215","","1756","","16/02/2013 09:55:25",""
"In1","WAC39282F","Josephine","","P","","Butler","","2","","215","","9901","","28/01/2000 04:29:46",""
"In1","WAI40857F","Natalie","","O","","Heath","","10","","75","","9999","","01/07/2004 19:05:41",""
"In1","WAO83103M","Marisa","","R","","Dean","","9","","75","","0736","","10/04/2012 22:14:01",""
"In1","WAQ11063M","Shonda",""," ","","Nicholson","","6","","192","","0736","","13/05/2010 13:32:09",""
"In1","WAV27618F","William","","Q","","O'Neal","","10","","75","","0736","","11/05/2013 21:52:11",""
"In1","WAX59142M","Shawna","","H","","Cochran","","6","","152","","1389","","08/09/2002 15:45:44",""
"In1","WAY24198M","Marco","","R","","Mccann","","5","","175","","1622","","14/06/2017 03:31:05",""
"In1","WAZ25866F","Annie",""," ","","Morales","","7","","120","","0736","","10/05/2001 01:38:58",""
"In1","WAZ89493F","Mason",""," ","","Villa","","12","","35","","9999","","21/10/2007 08:06:33",""
"In1","WBD23961F","Jeannette",""," ","","Atkins","","10","","165","","1389","","21/05/2003 04:00:20",""
"In1","WBH10778F","Kristine","","A","","Morrison","","11","","150","","0736","","16/12/2001 17:36:30",""
"In1","WBJ37594M","Ricardo","","N","","Lowery","","8","","101","","0736","","05/05/2006 23:27:46",""
"In1","WBK37862M","Edward","","E","","Castaneda","","10","","80","","1389","","06/12/2017 03:47:16",""
"In1","WBK56933F","Jocelyn","","A","","Eaton","","5","","211","","1389","","06/02/2012 03:52:46",""
"In1","WBP49522M","Gustavo",""," ","","Page","","10","","75","","1389","","13/08/2004 17:45:40",""
"In1","WBR49744M","Kenya",""," ","","Mc Guire","","6","","152","","1622","","16/08/2000 21:10:53",""
"In1","WBT84171M","Claudia",""," ","","Hendricks","","5","","172","","0877","","29/01/2011 23:57:46",""
"In1","WCA17714F","Ruben","","C","","Hernandez","","11","","150","","9999","","15/08/2002 18:40:58",""
"In1","WCJ85559M","Russell","","H","","Conrad","","14","","100","","9952","","18/09/2000 14:26:12",""
"In1","WCN34867F","Andy","","V","","Greer","","7","","120","","1622","","26/07/2015 00:26:11",""
"In1","WCO11088F","Sidney","","B","","Hammond","","11","","112","","1756","","15/03/2008 12:14:32",""
"In1","WCR78205F","Kellie","","A","","Gay","","5","","159","","0877","","08/10/2003 10:19:06",""
"In1","WCR96181F","Andrea",""," ","","Whitehead","","14","","89","","9952","","20/04/2010 15:51:03",""
"In1","WCS11959M","Lewis","","F","","Camacho","","7","","120","","9901","","19/10/2002 17:47:02",""
"In1","WCS29010F","George",""," ","","Best","","12","","100","","1756","","15/02/2016 19:43:01",""
"In1","WCS57514M","Carla",""," ","","Mcpherson","","11","","112","","1622","","16/08/2007 02:42:51",""
"In1","WCV71239F","Caroline",""," ","","Ramos","","11","","150","","9901","","29/09/2016 16:27:43",""
"In1","WCW13895M","Alyssa","","N","","Mccarty","","8","","175","","1389","","05/05/2011 07:16:43",""
"In1","WCW23809M","Derick","","P","","Dunn","","3","","200","","1389","","15/08/2005 06:54:46",""
"In1","WCX86840M","Leonard",""," ","","Kennedy","","3","","200","","1389","","05/09/2010 03:04:47",""
"In1","WCY17153M","Neal",""," ","","Giles","","7","","120","","0736","","06/11/2008 01:58:54",""
"In1","WCY35467F","Shaun","","S","","Ramos","","5","","198","","9952","","01/12/2010 08:00:24",""
"In1","W-D55506F","Jimmy",""," ","","Gamble","","6","","192","","1756","","06/01/2012 23:31:08",""
"In1","WDA32552F","Clarence",""," ","","Castaneda","","11","","150","","1756","","18/02/2014 03:51:45",""
"In1","WDB92512F","Evan",""," ","","Cain","","10","","87","","0736","","14/07/2003 19:40:50",""
"In1","WDL41885F","Shari",""," ","","Werner","","8","","100","","1389","","08/10/2013 16:49:28",""
"In1","WDP26228M","Scottie",""," ","","Doyle","","9","","78","","9999","","23/05/2017 08:58:56",""
"In1","WDP71213M","Virgil",""," ","","Osborn","","11","","112","","0877","","22/11/2012 12:46:21",""
"In1","WDP98656F","Rafael",""," ","","Atkins","","8","","100","","1389","","11/10/2002 03:37:05",""
"In1","WDS47497F","Patrick",""," ","","George","","8","","175","","1622","","30/09/2012 06:34:12",""
"In1","WDS71525F","Quincy",""," ","","Brown","","8","","101","","0877","","29/04/2007 07:35:05",""
"In1","WDT72271M","Joan",""," ","","Phillips","","12","","100","","1622","","01/06/2019 07:35:14",""
"In1","WDU18076M","Donnie",""," ","","Marks","","7","","135","","9952","","17/02/2002 09:32:22",""
"In1","WDV98986F","Caleb","","Q","","Frye","","11","","150","","1389","","13/08/2016 04:49:40",""
"In1","WEA24870M","Darnell",""," ","","Hill","","6","","220","","0877","","18/12/2008 21:48:58",""
"In1","WEA39211M","Loren","","S","","Wilkins","","4","","227","","0736","","14/04/2002 03:43:01",""
"In1","WEB59843M","Cesar","","D","","Gallagher","","13","","64","","0736","","29/07/2011 12:39:32",""
"In1","WED18550M","Krista","","W","","Stevenson","","3","","200","","0877","","06/05/2018 08:20:38",""
"In1","WEH75715F","Blake","","A","","Acosta","","14","","89","","0736","","04/03/2016 02:16:38",""
"In1","WEI55774F","Charity","","D","","Camacho","","7","","120","","0736","","22/01/2014 17:16:20",""
"In1","WFK69688F","Mary","","C","","Meyers","","7","","120","","0877","","16/10/2010 08:33:05",""
"In1","WFN92561M","Emily","","T","","Escobar","","10","","75","","9999","","05/02/2008 02:49:23",""
"In1","WFP53079M","Tracie","","A","","Michael","","9","","75","","0736","","12/09/2004 21:47:17",""
"In1","WFR43500F","Vanessa",""," ","","Barrett","","11","","150","","1756","","02/07/2017 23:44:19",""
"In1","WFV92561M","Roy",""," ","","Frost","","9","","170","","1756","","18/03/2010 23:08:32",""
"In1","WFW78573M","Diane","","A","","Bonilla","","2","","215","","0877","","04/06/2002 17:39:40",""
"In1","WFX43510M","Levi",""," ","","Atkinson","","8","","101","","0877","","08/08/2018 04:30:14",""
"In1","WFZ95782F","Guy","","H","","Salazar","","2","","215","","9952","","28/10/2006 08:23:13",""
"In1","W-G75662F","Rebekah","","F","","Stanton","","5","","159","","9901","","17/10/2016 08:15:53",""
"In1","WGB95192F","Marty",""," ","","Cameron","","5","","172","","0877","","30/10/2001 22:34:35",""
"In1","WGF84764F","Vincent","","X","","Mc Intyre","","12","","100","","0877","","19/12/2002 04:08:30",""
"In1","WGJ68727F","Roman","","N","","Daugherty","","11","","75","","9952","","11/09/2000 08:12:41",""
"In1","WGK90984F","Joey","","S","","Juarez","","10","","75","","0736","","13/01/2015 00:46:28",""
"In1","WGM41843M","Kenneth","","T","","Ritter","","14","","35","","1389","","21/07/2011 06:05:52",""
"In1","WHF65391M","Hollie","","P","","Pham","","12","","32","","1622","","02/02/2005 00:25:09",""
"In1","WHL54825F","Don","","A","","Melton","","14","","35","","0736","","04/06/2009 15:18:21",""
"In1","WHL92841M","Josh","","V","","Keith","","7","","195","","0877","","13/02/2012 02:51:44",""
"In1","WHW66106M","Candace",""," ","","Powell","","6","","140","","0736","","27/04/2011 00:39:24",""
"In1","WHW72192M","Jesus","","B","","Lewis","","8","","100","","9952","","27/01/2015 16:13:20",""
"In1","WIE33301M","Frederick",""," ","","Blackburn","","6","","140","","9901","","26/02/2010 19:19:16",""
"In1","WIJ16681F","Brent",""," ","","Noble","","11","","150","","0877","","04/06/2002 04:10:55",""
"In1","WIO84256M","Jeannette","","D","","Boyer","","8","","100","","0736","","12/07/2003 17:06:08",""
"In1","WIW29951F","Clifford","","N","","Stevenson","","12","","32","","1389","","20/04/2017 07:11:52",""
"In1","WJB32342M","Barbara",""," ","","Mcfarland","","6","","140","","1756","","05/07/2019 00:32:52",""
"In1","WJO29200M","Jack",""," ","","Hull","","12","","32","","9999","","15/06/2012 15:34:29",""
"In1","WJR11241F","Kari","","Q","","Chan","","9","","78","","9901","","07/05/2009 22:16:50",""
"In1","WJW48977M","Evelyn",""," ","","Lam","","8","","175","","1622","","04/11/2002 06:13:40",""
"In1","WJX84939F","Ronnie","","M","","Christian","","11","","150","","0736","","07/06/2011 05:42:37",""
"In1","WJZ89161M","Marcus",""," ","","Braun","","14","","89","","0736","","26/10/2014 18:21:41",""
"In1","WKA55740M","Tasha",""," ","","Griffith","","7","","195","","9901","","12/03/2004 02:43:00",""
"In1","WKB32665F","Roman",""," ","","Bryan","","7","","195","","0736","","29/12/2017 11:38:48",""
"In1","WKB38530F","Chandra","","T","","Cline","","12","","32","","0736","","10/10/2015 15:07:47",""
"In1","WKK77157M","Brandi",""," ","","Steele","","12","","35","","0736","","08/08/2007 11:59:04",""
"In1","WKO26351M","Tia","","R","","Rivas","","14","","35","","9952","","07/04/2013 09:33:06",""
"In1","WKT12750M","Marcella","","C","","Payne","","11","","150","","1389","","21/11/2003 23:05:18",""
"In1","WKY51994F","Ray","","N","","Obrien","","13","","100","","9952","","14/12/2005 02:36:51",""
"In1","WKY64568M","Darin",""," ","","Petersen","","3","","200","","9999","","08/01/2005 03:00:58",""
"In1","WLA84113M","Marisol",""," ","","Flynn","","5","","150","","9901","","17/03/2009 13:26:03",""
"In1","WLC70725F","Vickie",""," ","","Orozco","","13","","35","","1756","","14/10/2009 12:41:37",""
"In1","WLC81001M","Aaron",""," ","","Stafford","","6","","152","","1389","","03/11/2001 03:01:20",""
"In1","WLG31319M","Chastity","","F","","Davila","","12","","100","","1389","","17/07/2002 22:06:18",""
"In1","WLH24470F","Jenifer",""," ","","Combs","","14","","100","","0877","","12/02/2013 04:55:53",""
"In1","WLU42555F","Tom","","F","","Davidson","","5","","246","","1756","","23/02/2009 02:50:36",""
"In1","WLX57545F","Tomas",""," ","","Ho","","11","","112","","1622","","01/08/2009 17:58:27",""
"In1","W-M46982M","Ramon",""," ","","Fisher","","10","","80","","0736","","27/08/2004 01:09:26",""
"In1","WMB45724F","Christa",""," ","","Davis","","6","","192","","0877","","10/12/2018 21:57:35",""
"In1","WMB66572F","Bryon",""," ","","Walter","","7","","120","","0736","","17/04/2010 04:40:39",""
"In1","WME91848M","Olga","","C","","Short","","13","","100","","1756","","24/04/2013 19:44:41",""
"In1","WMJ15568M","Jamal",""," ","","Mc Knight","","2","","215","","0736","","24/08/2001 14:15:57",""
"In1","WMK50408F","Carol","","N","","Mckenzie","","9","","78","","0736","","02/09/2005 22:25:30",""
"In1","WMK81210F","Autumn","","B","","Mooney","","9","","170","","1756","","24/11/2002 21:08:41",""
"In1","WMN89312F","Lamont",""," ","","Solomon","","12","","35","","9901","","28/04/2003 20:34:27",""
"In1","WMQ87346M","Cari","","E","","Boyd","","9","","75","","0877","","02/01/2004 12:55:30",""
"In1","WMW86924F","Mandi","","<NULL>","","Small","","8","","100","","1389","","16/10/2008 19:39:04",""
"In1","WNI69595M","Jacquelyn","","C","","Jensen","","12","","35","","1389","","16/07/2003 09:45:14",""
"In1","WNJ69325F","Heidi",""," ","","Huff","","6","","220","","0736","","01/05/2019 04:48:24",""
"In1","WNK23306F","Herman","","H","","Rhodes","","7","","135","","0736","","22/12/2012 06:41:15",""
"In1","WNR51723F","Chandra",""," ","","Manning","","7","","195","","1389","","16/03/2002 05:56:51",""
"In1","WNT96209M","Kirsten",""," ","","Garza","","10","","87","","9901","","16/03/2012 17:28:28",""
"In1","WNW21332F","Bryant","","Z","","Ellis","","6","","152","","1389","","13/08/2000 23:42:07",""
"In1","WNX11008M","Luke",""," ","","Richards","","14","","89","","0736","","14/06/2005 10:40:10",""
"In1","WNX90338F","Cheryl",""," ","","Hester","","6","","140","","1622","","17/06/2001 16:27:01",""
"In1","W-O60412M","Cari","","D","","Fox","","5","","175","","1756","","20/03/2004 17:00:17",""
"In1","WOD17008F","Sheryl",""," ","","Mc Lean","","6","","192","","9999","","13/09/2002 10:40:42",""
"In1","WOG90970M","Heather","","R","","Trevino","","9","","75","","0736","","07/10/2017 21:14:40",""
"In1","WOP18091M","Mickey","","N","","David","","12","","35","","9952","","02/03/2002 01:44:40",""
"In1","WOW67540F","Chrystal","","<NULL>","","Shea","","9","","78","","0736","","17/09/2012 10:59:35",""
"In1","WOX32381M","Bonnie","","A","","Werner","","13","","35","","1622","","16/12/2001 15:44:37",""
"In1","WPB20429M","Arturo","","T","","Holloway","","7","","135","","1389","","07/05/2002 17:55:14",""
"In1","WPB42264F","Neil","","L","","Contreras","","5","","175","","9901","","09/12/2017 19:29:46",""
"In1","WPI29452M","Sean",""," ","","Bryant","","5","","159","","0877","","02/04/2016 02:43:01",""
"In1","WPK43235F","Geoffrey","","N","","Pham","","13","","100","","9901","","07/08/2013 13:15:55",""
"In1","WPK68289F","Lillian",""," ","","Andersen","","8","","125","","1622","","18/04/2019 07:34:54",""
"In1","WPK87630F","Harvey",""," ","","Doyle","","7","","135","","9952","","20/03/2017 04:12:52",""
"In1","WPL27810F","Amie","","O","","Vaughan","","12","","35","","9952","","06/05/2019 19:06:38",""
"In1","WPN59967F","Kenya","","N","","Bartlett","","7","","120","","0736","","03/10/2015 13:49:39",""
"In1","WPO46549F","Heath","","A","","Mckenzie","","5","","172","","1622","","20/03/2015 13:14:21",""
"In1","WPS79780M","Myron",""," ","","West","","6","","140","","1756","","23/12/2006 02:54:00",""
"In1","WPT40794F","Jamal",""," ","","Fields","","11","","75","","1622","","13/10/2018 02:07:27",""
"In1","WPU40334F","Tim","","Q","","Becker","","11","","150","","9999","","30/09/2008 11:15:07",""
"In1","WPV53678F","Brenda","","C","","Compton","","9","","170","","1389","","03/07/2010 03:21:11",""
"In1","WPY30485M","Luis",""," ","","Woodard","","14","","35","","1756","","23/02/2006 19:00:02",""
"In1","WQB11324M","Megan",""," ","","Salazar","","6","","192","","9952","","27/04/2014 17:10:11",""
"In1","WQF72372F","Tina",""," ","","Austin","","5","","211","","9952","","09/05/2015 11:51:02",""
"In1","WQH50490M","Kendall","","Q","","Morton","","8","","101","","1756","","06/03/2004 11:56:08",""
"In1","WQL33390F","Jesus","","<NULL>","","Estrada","","5","","150","","0877","","17/06/2011 14:37:04",""
"In1","WQL44606F","Benjamin","","T","","Barrera","","5","","175","","9999","","30/06/2017 23:45:06",""
"In1","WQR17566M","Cheri",""," ","","Campbell","","2","","215","","9999","","29/05/2000 06:02:25",""
"In1","WQR34752F","Daniel",""," ","","Terrell","","11","","150","","9952","","17/05/2010 09:13:50",""
"In1","WQS71809F","Dwight",""," ","","Melendez","","4","","227","","0877","","11/07/2005 22:13:58",""
"In1","WQS92819M","Jessie",""," ","","Franklin","","5","","246","","0877","","28/02/2003 17:55:07",""
"In1","WQV16810F","Ruby",""," ","","Baker","","10","","165","","1622","","06/08/2018 09:02:04",""
"In1","W-R15395F","Lynn","","S","","Mcintosh","","13","","64","","1756","","21/04/2018 16:59:46",""
"In1","WRE57589M","Lucas","","H","","Rhodes","","11","","112","","1389","","14/09/2012 23:57:00",""
"In1","WRG77841M","Manuel","","C","","Calhoun","","7","","120","","1756","","04/01/2012 08:11:20",""
"In1","WRO52397F","Francisco",""," ","","Becker","","12","","35","","1622","","17/09/2017 15:39:43",""
"In1","WRQ27187M","Floyd","","D","","Perez","","5","","172","","9901","","21/09/2015 14:10:04",""
"In1","WRS94256F","Christa","","T","","Kerr","","5","","198","","1389","","05/05/2002 11:43:19",""
"In1","WRX69148M","Tameka","","O","","Fuentes","","9","","170","","1756","","09/11/2014 10:06:17",""
"In1","WSE88906M","Marshall","","A","","Clay","","12","","100","","9952","","12/09/2008 03:11:32",""
"In1","WSG90793M","Marshall",""," ","","Walters","","11","","150","","1756","","06/10/2003 05:58:15",""
"In1","WSI82664M","Allison",""," ","","Wright","","9","","78","","9952","","10/06/2007 12:22:10",""
"In1","WSR78916F","Claire",""," ","","Bond","","5","","172","","0736","","04/10/2004 18:56:44",""
"In1","WSZ17881M","Noah","","C","","Price","","7","","135","","1389","","27/05/2016 22:49:11",""
"In1","WTC72123M","Juanita",""," ","","Chavez","","7","","120","","9952","","03/04/2005 16:17:40",""
"In1","WTF60026M","Marie",""," ","","Walls","","8","","100","","1622","","07/02/2014 08:53:51",""
"In1","WTH21552F","Allison",""," ","","Hutchinson","","10","","165","","0877","","27/05/2004 08:41:24",""
"In1","WTM14631F","Mark",""," ","","Sloan","","7","","120","","0877","","02/04/2018 02:56:24",""
"In1","WTN75628M","Hannah","","R","","Suarez","","10","","165","","9999","","24/03/2005 12:31:29",""
"In1","WTT60433M","Julius","","T","","Werner","","8","","125","","1756","","29/12/2000 03:51:44",""
"In1","WTZ90496F","Lara",""," ","","Cobb","","7","","135","","1389","","30/05/2000 15:30:11",""
"In1","WUA81636M","Tisha",""," ","","Cannon","","11","","150","","9999","","02/10/2014 22:02:20",""
"In1","WUA89252M","Grace",""," ","","Cruz","","9","","170","","9999","","15/06/2004 09:11:23",""
"In1","WUB35857M","Patricia","","E","","Cruz","","5","","198","","9952","","01/09/2016 14:31:42",""
"In1","WUC25381M","Chastity",""," ","","Moses","","3","","200","","0877","","06/08/2018 11:19:20",""
"In1","WUH50959M","Frankie","","T","","Daniel","","6","","140","","9999","","25/02/2017 10:12:27",""
"In1","WUP36980M","Clint",""," ","","Cherry","","12","","32","","0877","","10/03/2001 19:53:48",""
"In1","WUT40322M","Eileen",""," ","","Barajas","","11","","112","","0736","","09/05/2005 21:30:29",""
"In1","WUT59440M","Shanna",""," ","","Cardenas","","4","","227","","0736","","05/05/2001 02:58:50",""
"In1","WUW28942F","Whitney",""," ","","Bass","","14","","100","","1756","","15/10/2011 00:36:34",""
"In1","WUY38968M","Suzanne","","P","","Skinner","","8","","125","","1756","","15/08/2016 00:40:56",""
"In1","WVA43062F","Israel",""," ","","Mcpherson","","5","","175","","1756","","14/10/2018 12:35:50",""
"In1","WVA45555F","Ashley","","W","","Bean","","10","","75","","9999","","19/12/2007 04:17:35",""
"In1","WVI71212M","Jodi",""," ","","Noble","","13","","35","","0736","","10/10/2006 09:18:16",""
"In1","WVK39526M","Roger",""," ","","Werner","","5","","198","","1389","","04/07/2019 10:07:52",""
"In1","WVO13450M","Cary","","H","","Santana","","10","","75","","9952","","28/06/2018 04:37:39",""
"In1","WVS30506F","Kenneth","","B","","Yates","","8","","100","","9999","","21/11/2002 11:56:23",""
"In1","WVY42556M","Shauna","","X","","Archer","","11","","150","","1622","","03/06/2015 19:09:14",""
"In1","WWA26183F","Gail","","T","","Irwin","","5","","211","","1389","","31/12/2001 16:46:40",""
"In1","WWD40381M","Kisha",""," ","","Fletcher","","6","","220","","0736","","03/12/2003 05:40:34",""
"In1","WWM92411M","Guillermo",""," ","","Waters","","12","","32","","1622","","06/07/2019 18:48:12",""
"In1","WWX20374M","Lawanda","","O","","Cox","","10","","80","","0877","","23/03/2019 16:14:27",""
"In1","WWY37925M","Luke",""," ","","Sawyer","","12","","32","","9952","","22/04/2011 18:20:55",""
"In1","WXA91162F","Shonda","","R","","Chase","","9","","170","","1389","","14/09/2014 03:09:08",""
